Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,1.03722,1.064111,1.092292,1.121735,1.152412,1.184316,1.217391,1.251703,1.287516,1.325147,1.364812,1.406643,1.450518,1.496047,1.54269,1.590039,1.637941,1.686524,1.736099,1.787129,1.839935,1.894676,1.951195,2.009165,2.068132,2.12777,2.188046,2.249146,2.311348,2.375008,2.440457,2.507772,2.577035,2.648507,2.722497,2.799255,2.879222,2.96247,3.048453,3.136344,3.225727,3.315806,3.40718,3.502519,3.605439,3.718243,3.842365,3.976246,4.115435,4.253712,4.386693,4.51273,4.633363,4.751393,4.871101,4.995648,5.125821,5.26075
Colombia,COL,"Population, total",SP.POP.TOTL,16.480383,16.982315,17.500171,18.03355,18.581974,19.144223,19.721462,20.311371,20.905059,21.490945,22.061215,22.611986,23.146803,23.674504,24.208021,24.756973,25.323406,25.905127,26.502166,27.113512,27.7379,28.375991,29.027162,29.687094,30.350086,31.011688,31.669776,32.324325,32.975535,33.624444,34.271565,34.916766,35.558682,36.195168,36.823537,37.441977,38.049038,38.645411,39.234062,39.819279,40.403958,40.988909,41.572491,42.152151,42.724163,43.285634,43.835722,44.374572,44.901544,45.416181,45.918097,46.406646,46.881475,47.342981,47.791911,48.228697,48.653419,49.065615
Comoros,COM,"Population, total",SP.POP.TOTL,0.191121,0.194139,0.197198,0.200372,0.203753,0.207424,0.211478,0.215897,0.220575,0.225325,0.230054,0.234644,0.239235,0.244208,0.250104,0.25729,0.265953,0.2759,0.286634,0.297447,0.307829,0.317606,0.326946,0.336096,0.345466,0.355337,0.36576,0.376654,0.387963,0.399632,0.411594,0.423872,0.436448,0.449274,0.462277,0.475394,0.488627,0.501953,0.515385,0.528848,0.542357,0.555888,0.569479,0.583211,0.597228,0.611627,0.626425,0.64162,0.657229,0.673252,0.689692,0.706569,0.723868,0.7415,0.759385,0.777424,0.795601,0.813912
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,0.20231,0.205956,0.210867,0.216908,0.223846,0.231428,0.23977,0.248747,0.257509,0.264909,0.270198,0.272992,0.273651,0.273005,0.272292,0.272423,0.273652,0.275767,0.278739,0.282415,0.286657,0.291602,0.297285,0.303368,0.309397,0.315069,0.320183,0.324893,0.329671,0.335184,0.341883,0.349934,0.35909,0.369014,0.379156,0.389127,0.398773,0.408175,0.417323,0.426285,0.435079,0.443716,0.452106,0.460147,0.467664,0.474567,0.480795,0.486438,0.491723,0.496963,0.502384,0.508067,0.513979,0.520106,0.526437,0.532913,0.53956,0.546388
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1.33304,1.381917,1.432585,1.48451,1.537041,1.589621,1.642186,1.69471,1.746869,1.798311,1.848866,1.89836,1.947048,1.995743,2.04558,2.097407,2.151497,2.207725,2.266154,2.326704,2.38931,2.454129,2.521168,2.58993,2.659781,2.730233,2.800986,2.872211,2.944557,3.018955,3.095995,3.175649,3.257466,3.341004,3.42569,3.510926,3.596732,3.682725,3.767373,3.848723,3.925443,3.996798,4.063204,4.125971,4.187038,4.247841,4.308794,4.369469,4.429508,4.488263,4.54528,4.600474,4.654122,4.706401,4.757575,4.807852,4.857274,4.905769
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,4.198307,4.277802,4.357746,4.436804,4.513246,4.585777,4.653919,4.718167,4.779624,4.839881,4.900059,4.960647,5.021359,5.082049,5.142246,5.201705,5.260062,5.317542,5.375393,5.435143,5.497756,5.5642,5.633661,5.702754,5.766957,5.823242,5.870023,5.908886,5.943661,5.979907,6.021614,6.070204,6.124265,6.181538,6.238576,6.292827,6.343683,6.39204,6.438587,6.48451,6.530691,6.577216,6.623792,6.670276,6.716373,6.761932,6.806838,6.851221,6.895315,6.939534,6.984096,7.029022,7.074129,7.118888,7.162679,7.204948,7.245472,7.284294
Cuba,CUB,"Population, total",SP.POP.TOTL,7.141135,7.289826,7.450402,7.618354,7.787146,7.951933,8.11043,8.263546,8.413327,8.563193,8.715123,8.869961,9.0253,9.176052,9.315373,9.438442,9.544271,9.63468,9.711392,9.77729,9.835177,9.884213,9.925623,9.966733,10.017059,10.082989,10.168087,10.269567,10.379548,10.486509,10.582081,10.663585,10.733363,10.794135,10.850585,10.906043,10.961012,11.013983,11.064097,11.110004,11.150736,11.186542,11.217998,11.244885,11.266941,11.284253,11.296233,11.303687,11.309754,11.318602,11.333051,11.354651,11.382146,11.412167,11.439767,11.461432,11.475982,11.484636
Curacao,CUW,"Population, total",SP.POP.TOTL,0.124826,0.126125,0.128414,0.13086,0.133148,0.135266,0.136682,0.13814,0.140298,0.142581,0.144739,0.147389,0.14771,0.146912,0.148351,0.149129,0.149399,0.149459,0.148341,0.147851,0.148041,0.148629,0.150101,0.151159,0.15194,0.152711,0.152662,0.151456,0.149254,0.146937,0.1454,0.144403,0.143912,0.144299,0.14463,0.145139,0.146306,0.146956,0.144472,0.139428,0.13386,0.129047,0.129205,0.131897,0.134192,0.137658,0.141239,0.144056,0.14588,0.146833,0.148703,0.150831,0.152088,0.153822,0.155909,0.15798,0.159663,0.161014
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,0.007865,0.008026,0.008146,0.008227,0.008298,0.008369,0.008441,0.008521,0.008631,0.008827,0.009144,0.009581,0.010136,0.010784,0.011498,0.012244,0.013022,0.013841,0.014661,0.015444,0.016162,0.016789,0.017356,0.017906,0.018543,0.019313,0.020251,0.021339,0.022538,0.023776,0.02501,0.026213,0.027404,0.028646,0.030055,0.031672,0.033536,0.035597,0.03774,0.039808,0.041687,0.043316,0.044738,0.046028,0.047299,0.048622,0.050031,0.051483,0.052926,0.054279,0.055507,0.056579,0.057523,0.058371,0.059172,0.059963,0.060765,0.061559
Cyprus,CYP,"Population, total",SP.POP.TOTL,0.57293,0.576395,0.577691,0.577913,0.578627,0.580966,0.585308,0.591308,0.598493,0.606113,0.613621,0.620859,0.628002,0.635111,0.642339,0.649755,0.657534,0.665528,0.673251,0.680011,0.685406,0.689173,0.691702,0.694077,0.697717,0.703687,0.712341,0.72338,0.736479,0.751044,0.766614,0.783129,0.800609,0.818751,0.83711,0.855384,0.873423,0.891192,0.908704,0.92605,0.943286,0.960282,0.976966,0.993563,1.01041,1.027658,1.045509,1.063712,1.081563,1.098076,1.112607,1.124835,1.135062,1.143896,1.152309,1.160985,1.170125,1.179551
Czech Republic,CZE,"Population, total",SP.POP.TOTL,9.602006,9.586651,9.62466,9.670685,9.727804,9.779358,9.82104,9.852899,9.876346,9.89658,9.858071,9.826815,9.867632,9.922266,9.988459,10.05862,10.125939,10.186755,10.242098,10.292341,10.304193,10.300591,10.314826,10.323856,10.330213,10.337118,10.342227,10.347318,10.355276,10.361068,10.333355,10.308578,10.319123,10.329855,10.333587,10.327253,10.315241,10.304131,10.294373,10.28386,10.255063,10.216605,10.196916,10.193998,10.197101,10.211216,10.238905,10.298828,10.384603,10.443936,10.47441,10.496088,10.510785,10.514272,10.525347,10.546059,10.566332,10.591323
Germany,DEU,"Population, total",SP.POP.TOTL,72.8149,73.377632,74.025784,74.714353,75.318337,75.963695,76.600311,76.951336,77.294314,77.909682,78.169289,78.312842,78.688452,78.936666,78.967433,78.673554,78.33695,78.159814,78.09182,78.12635,78.288576,78.407907,78.333366,78.128282,77.858685,77.684873,77.720436,77.83992,78.144619,78.751283,79.433029,80.013896,80.624598,81.156363,81.438348,81.678051,81.914831,82.034771,82.047195,82.100243,82.211508,82.349925,82.488495,82.534176,82.51626,82.469422,82.376451,82.266372,82.110097,81.902307,81.77693,80.274983,80.425823,80.645605,80.9825,81.686611,82.348669,82.695
Djibouti,DJI,"Population, total",SP.POP.TOTL,0.083636,0.088498,0.094204,0.100628,0.107583,0.114963,0.122866,0.131397,0.140462,0.149887,0.159659,0.169372,0.179224,0.190568,0.205181,0.224183,0.248556,0.277479,0.308008,0.336085,0.35896,0.374937,0.385271,0.393802,0.406017,0.425613,0.454361,0.49033,0.528999,0.563864,0.590398,0.606844,0.615054,0.618495,0.622366,0.630388,0.643682,0.660953,0.680612,0.700099,0.717584,0.732711,0.746221,0.758615,0.770752,0.783254,0.796208,0.809402,0.822934,0.83684,0.851146,0.865937,0.881185,0.896688,0.912164,0.927414,0.942333,0.956985
Dominica,DMA,"Population, total",SP.POP.TOTL,0.060011,0.061032,0.061982,0.062918,0.063926,0.065038,0.066311,0.067686,0.06904,0.070213,0.071073,0.071569,0.071734,0.071744,0.071807,0.072094,0.072642,0.073411,0.074242,0.074925,0.075314,0.075375,0.07517,0.074747,0.074213,0.073643,0.073025,0.07237,0.071742,0.071242,0.070926,0.070842,0.07097,0.07121,0.071373,0.071368,0.071145,0.070753,0.07029,0.069903,0.069676,0.06967,0.069824,0.070093,0.070379,0.070627,0.070807,0.07095,0.071074,0.071229,0.07144,0.071718,0.072044,0.0724,0.072778,0.073162,0.073543,0.073925
Denmark,DNK,"Population, total",SP.POP.TOTL,4.579603,4.611687,4.647727,4.684483,4.722072,4.759012,4.797381,4.835354,4.864883,4.89186,4.928757,4.963126,4.991596,5.021861,5.045297,5.059862,5.072596,5.088419,5.104248,5.116801,5.123027,5.121572,5.11781,5.114297,5.111619,5.113691,5.120534,5.127024,5.129516,5.132594,5.140939,5.154298,5.17137,5.188628,5.20618,5.233373,5.263074,5.284991,5.304219,5.321799,5.339616,5.358783,5.375931,5.390574,5.404523,5.419432,5.437272,5.461438,5.493621,5.523095,5.547683,5.570572,5.591572,5.614932,5.643475,5.683483,5.72801,5.769603
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,3.294042,3.406299,3.521278,3.638628,3.757956,3.878948,4.001375,4.125109,4.250025,4.376054,4.503114,4.631114,4.759934,4.889436,5.019473,5.149935,5.280723,5.411865,5.543517,5.675931,5.809269,5.943591,6.07882,6.214857,6.351572,6.488856,6.626542,6.764624,6.903316,7.042937,7.183647,7.325622,7.468551,7.611465,7.753052,7.892423,8.029113,8.163472,8.296375,8.429112,8.562622,8.697126,8.832285,8.96776,9.102998,9.237566,9.371338,9.504353,9.63652,9.767758,9.897985,10.027095,10.15495,10.281296,10.405844,10.528394,10.648791,10.766998
Algeria,DZA,"Population, total",SP.POP.TOTL,11.124888,11.404859,11.690153,11.985136,12.29597,12.626952,12.980267,13.354197,13.744387,14.144438,14.550034,14.960109,15.377093,15.804428,16.247113,16.709099,17.190239,17.690184,18.212326,18.760761,19.337715,19.943664,20.575701,21.228289,21.893853,22.565905,23.241272,23.917897,24.591492,25.257672,25.912367,26.554329,27.181094,27.786259,28.362253,28.904298,29.411415,29.886839,30.335732,30.765613,31.18366,31.592153,31.995046,32.403514,32.831096,33.288437,33.777915,34.300076,34.860715,35.46576,36.117637,36.819558,37.565847,38.338562,39.113313,39.871528,40.606052,41.318142
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,274.947938,279.245314,283.55969,287.888914,292.203393,296.453822,300.043201,303.700772,307.272189,310.77524,314.288628,317.79989,321.305116,324.789807,328.292612,331.816171,335.494688,339.114223,342.694227,346.252401,349.906056,353.625804,357.167765,360.691752,364.46175,368.248384,372.00835,375.756651,379.389656,382.860353,385.427446,387.397109,389.011005,390.265543,390.918548,391.384579,391.791161,392.200932,392.498014,392.517924,392.657969,392.446165,392.134307,392.280391,392.625999,393.027492,393.571334,394.257705,395.304586,397.043992,399.053204,401.241932,403.439691,405.87123,408.271623,410.770813,413.234935,415.546194
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,667.246384,674.972972,682.938669,690.962675,698.905664,706.609007,713.341112,719.879789,726.161895,732.317863,737.948178,743.607439,749.815857,755.867961,761.701324,767.332578,772.838318,778.094845,783.298994,788.525199,793.93709,799.215272,803.972967,808.524728,813.281381,818.146882,823.155058,828.21379,833.315236,838.462813,842.848473,846.178276,849.656745,852.762016,854.723055,856.35286,857.652705,859.112733,860.236341,861.380108,862.304086,863.615632,865.196877,867.457664,870.030756,872.661616,875.343235,878.46599,881.965815,885.591814,889.016507,891.098854,894.679968,898.881448,903.12316,907.426233,911.686319,915.545801
Ecuador,ECU,"Population, total",SP.POP.TOTL,4.54555,4.676859,4.81289,4.953733,5.099468,5.250119,5.405685,5.566057,5.730906,5.899845,6.072527,6.248835,6.428711,6.611916,6.798206,6.987391,7.179399,7.374234,7.571959,7.772653,7.976445,8.183194,8.39294,8.606213,8.823751,9.045979,9.272906,9.504129,9.739176,9.977377,10.218091,10.46099,10.705667,10.951202,11.196479,11.440583,11.683479,11.924993,12.163885,12.398691,12.628596,12.852755,13.07206,13.289601,13.509647,13.735233,13.96748,14.205453,14.447562,14.691275,14.93469,15.177355,15.419666,15.661547,15.903112,16.144368,16.385068,16.624858
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,26.996533,27.744712,28.506176,29.28125,30.071102,30.875964,31.697616,32.534021,33.377259,34.216826,35.046273,35.863382,36.673642,37.488067,38.322022,39.187702,40.089032,41.026477,42.004655,43.027816,44.099142,45.216506,46.37962,47.594556,48.868951,50.204985,51.607703,53.066229,54.547296,56.006573,57.412215,58.75239,60.035536,61.275601,62.495745,63.714386,64.933456,66.151117,67.378056,68.626664,69.905988,71.22694,72.590118,73.981942,75.381899,76.778149,78.159048,79.537253,80.953881,82.465022,84.107606,85.897561,87.813257,89.807433,91.812566,93.778172,95.688681,97.553151
Euro area,EMU,"Population, total",SP.POP.TOTL,265.396502,267.825309,270.324828,272.876447,275.382197,277.856703,280.147494,282.114545,283.966953,285.855058,287.416205,289.032499,291.040689,292.961768,294.689415,296.244715,297.573002,298.738608,299.908948,301.099972,302.363486,303.498663,304.314034,304.920007,305.43224,306.018719,306.797207,307.668322,308.725859,310.080079,311.539698,312.708142,314.162056,315.449104,316.366779,317.181449,318.003015,318.761764,319.433983,320.258902,321.310787,322.54788,324.125338,325.885964,327.682507,329.380413,330.922791,332.645166,334.27473,335.360887,336.151474,335.42912,336.180504,337.325526,338.466271,339.533474,340.617355,341.465149
Spain,ESP,"Population, total",SP.POP.TOTL,30.455,30.73925,31.023366,31.296651,31.609195,31.954292,32.283194,32.682947,33.113134,33.441054,33.814531,34.22449,34.604469,34.988947,35.373335,35.7579,36.137812,36.511638,36.864898,37.19133,37.491165,37.758631,37.986012,38.171525,38.330364,38.469512,38.584624,38.684815,38.766939,38.827764,38.867322,38.966376,39.157685,39.361262,39.549108,39.72405,39.889852,40.057389,40.223509,40.386875,40.567864,40.850412,41.431558,42.187645,42.921895,43.653155,44.397319,45.226803,45.954106,46.362946,46.576897,46.742697,46.773055,46.620045,46.480882,46.444832,46.484062,46.572028
Estonia,EST,"Population, total",SP.POP.TOTL,1.211537,1.225077,1.241623,1.258857,1.277086,1.294566,1.308597,1.318946,1.331214,1.345249,1.360076,1.376955,1.392518,1.405951,1.418169,1.429352,1.439576,1.450211,1.460188,1.468333,1.477219,1.487666,1.498414,1.508745,1.518617,1.528781,1.54019,1.552221,1.5619,1.568131,1.569174,1.561314,1.533091,1.494128,1.462514,1.436634,1.415594,1.399535,1.386156,1.390244,1.396985,1.388115,1.37935,1.37072,1.36255,1.354775,1.34681,1.34068,1.33709,1.334515,1.331475,1.327439,1.322696,1.317997,1.314545,1.315407,1.31579,1.31548
Ethiopia,ETH,"Population, total",SP.POP.TOTL,22.151278,22.67119,23.221389,23.798429,24.397024,25.013626,25.641376,26.281208,26.946079,27.654161,28.415077,29.245207,30.13258,31.025115,31.851708,32.566821,33.146891,33.62239,34.068316,34.590226,35.264898,36.120288,37.136848,38.285883,39.518801,40.800343,42.12073,43.493283,44.932064,46.458913,48.086516,49.821083,51.647768,53.532956,55.431123,57.30988,59.155148,60.97645,62.794151,64.640054,66.537331,68.492257,70.497192,72.545144,74.624405,76.727083,78.850689,81.000409,83.184892,85.416253,87.70267,90.046756,92.444183,94.887724,97.366774,99.873033,102.403196,104.957438
European Union,EUU,"Population, total",SP.POP.TOTL,409.498463,413.007006,416.670637,420.393293,424.075858,427.592605,430.868372,434.001556,436.916059,439.730656,442.062266,444.400996,447.253578,449.960637,452.475893,454.865483,457.001001,458.888174,460.699315,462.48854,464.392913,466.099879,467.389436,468.46884,469.501597,470.637754,471.937316,473.284093,474.792549,476.392094,478.005307,478.976405,480.438474,482.099286,483.262845,484.271344,485.000716,485.892094,486.565871,487.539366,488.178832,489.155665,490.390251,492.200117,494.162543,496.115006,497.973712,499.916647,501.808477,503.317964,504.421126,504.015371,505.117542,506.62111,508.193872,509.717579,511.21896,512.46129
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,119.967877,122.738548,125.620594,128.621853,131.764369,135.063791,138.532362,142.16798,145.950382,149.853252,153.859672,157.948126,162.133008,166.464128,171.018004,175.837838,180.955166,186.328587,191.851145,197.374705,202.791782,208.084754,213.292176,218.448678,223.607635,228.824309,234.072288,239.375914,244.894863,250.831755,259.301889,266.530173,274.33765,282.512676,290.75058,298.837493,306.691898,314.39355,321.885559,329.495037,337.602457,346.168747,355.076801,364.275678,373.680882,383.230416,392.932365,402.796842,412.832401,423.028631,433.388814,443.918286,454.618893,465.515402,476.608101,487.923553,499.508468,511.336623
Finland,FIN,"Population, total",SP.POP.TOTL,4.429634,4.461005,4.491443,4.523309,4.548543,4.563732,4.580869,4.605744,4.626469,4.623785,4.606307,4.612124,4.639657,4.666081,4.690574,4.71144,4.725664,4.738902,4.752528,4.76469,4.779535,4.799964,4.826933,4.855787,4.881803,4.902206,4.918154,4.932123,4.946481,4.964371,4.986431,5.01374,5.041992,5.066447,5.088333,5.10779,5.124573,5.139835,5.153498,5.165474,5.176209,5.188008,5.200598,5.213014,5.228172,5.246096,5.266268,5.28872,5.313399,5.338871,5.363352,5.388272,5.413971,5.438972,5.461512,5.479531,5.495303,5.511303
Fiji,FJI,"Population, total",SP.POP.TOTL,0.393386,0.407156,0.421577,0.436208,0.45045,0.463883,0.476324,0.487913,0.498892,0.509658,0.520529,0.531601,0.542814,0.554107,0.565388,0.576595,0.58752,0.598259,0.609345,0.621538,0.635255,0.650955,0.668198,0.685391,0.700366,0.711661,0.718548,0.721725,0.722917,0.724624,0.728628,0.735473,0.744531,0.755026,0.765667,0.775498,0.784476,0.79286,0.800315,0.806494,0.811223,0.814218,0.815691,0.816628,0.818354,0.821817,0.827411,0.834812,0.84334,0.851967,0.85995,0.867086,0.873596,0.879715,0.885806,0.892149,0.89876,0.905502
France,FRA,"Population, total",SP.POP.TOTL,46.814237,47.444751,48.119649,48.80368,49.449403,50.023774,50.508717,50.915456,51.276054,51.63826,52.035095,52.480421,52.959228,53.441264,53.882416,54.252574,54.541493,54.764462,54.947975,55.130594,55.340782,55.585824,55.858727,56.156284,56.470769,56.795686,57.132691,57.482591,57.836486,58.182702,58.512808,58.559311,58.851217,59.106768,59.327192,59.541899,59.7531,59.964851,60.186288,60.496718,60.9125,61.35743,61.805267,62.244886,62.704895,63.179351,63.621381,64.016227,64.374989,64.707044,65.027507,65.342775,65.659789,65.99866,66.316092,66.593366,66.859768,67.118648
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,0.034661,0.035115,0.03557,0.036014,0.036454,0.0369,0.037334,0.037768,0.0382,0.038646,0.039083,0.039537,0.040009,0.040486,0.040955,0.041407,0.041848,0.042275,0.042693,0.043101,0.043514,0.043917,0.044307,0.0447,0.045122,0.045573,0.046077,0.046621,0.047117,0.047466,0.047594,0.047457,0.047101,0.04664,0.04625,0.04604,0.046058,0.046251,0.04658,0.046937,0.047258,0.047526,0.047769,0.047974,0.048143,0.048285,0.048383,0.048448,0.048485,0.048517,0.04855,0.048608,0.048666,0.048747,0.048842,0.048965,0.049117,0.04929
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,0.044537,0.045955,0.047388,0.048876,0.050487,0.052242,0.054199,0.056319,0.058403,0.06017,0.061431,0.062108,0.062298,0.06229,0.062476,0.063144,0.064386,0.066105,0.068222,0.07055,0.072964,0.075462,0.078059,0.080678,0.08324,0.085686,0.087948,0.09002,0.092021,0.094091,0.096331,0.098799,0.101413,0.103934,0.106057,0.107556,0.108344,0.108502,0.108238,0.107816,0.107432,0.107165,0.106983,0.106816,0.106577,0.106196,0.105684,0.105078,0.104478,0.10396,0.103616,0.103468,0.103503,0.103702,0.104015,0.104433,0.104937,0.105544
Gabon,GAB,"Population, total",SP.POP.TOTL,0.499184,0.504167,0.509806,0.516265,0.523789,0.532511,0.542557,0.553823,0.565873,0.578108,0.590118,0.601731,0.613123,0.624621,0.636696,0.649716,0.66377,0.678774,0.694732,0.711533,0.729159,0.747587,0.766855,0.787013,0.808083,0.830085,0.853027,0.876863,0.901458,0.926622,0.952212,0.978223,1.004676,1.031504,1.058663,1.086137,1.113994,1.142324,1.171224,1.200773,1.231122,1.262259,1.294409,1.328146,1.364205,1.403126,1.444844,1.489193,1.536411,1.586754,1.64021,1.697101,1.756817,1.817271,1.875713,1.930175,1.979786,2.025137
United Kingdom,GBR,"Population, total",SP.POP.TOTL,52.4,52.8,53.25,53.65,54.0,54.34805,54.6485,54.9436,55.2117,55.44175,55.66325,55.896223,56.086065,56.194527,56.229974,56.2258,56.211968,56.193492,56.196504,56.246951,56.314216,56.333829,56.313641,56.332848,56.422072,56.550268,56.681396,56.80205,56.928327,57.076711,57.247586,57.424897,57.580402,57.718614,57.865745,58.01903,58.16695,58.316954,58.487141,58.682466,58.892514,59.119673,59.370479,59.647577,59.987905,60.401206,60.84682,61.322463,61.806995,62.27627,62.766365,63.258918,63.7003,64.128226,64.61316,65.128861,65.595565,66.022273
Georgia,GEO,"Population, total",SP.POP.TOTL,3.6456,3.7036,3.7603,3.8161,3.8703,3.9216,3.9667,4.0058,4.0423,4.0803,4.1199,4.163,4.2053,4.2425,4.2795,4.3112,4.3424,4.3721,4.3977,4.4302,4.4677,4.5045,4.5428,4.5829,4.6222,4.6629,4.7045,4.7435,4.7907,4.8033,4.802,4.8359,4.8735,4.9111,4.8616,4.734,4.6161,4.5316,4.4873,4.4525,4.4183,4.3864,4.357,4.301,4.245,4.19,4.136,4.082,4.03,3.978,3.926,3.875,3.825,3.776,3.727,3.7171,3.7193,3.7171
Ghana,GHA,"Population, total",SP.POP.TOTL,6.652287,6.866539,7.085464,7.303432,7.513289,7.710549,7.890992,8.057444,8.22102,8.397347,8.596983,8.827273,9.083573,9.350111,9.604276,9.831407,10.023472,10.18989,10.354499,10.550777,10.802028,11.117605,11.488106,11.895125,12.311158,12.716228,13.104296,13.481406,13.854214,14.233874,14.62826,15.039514,15.463854,15.896432,16.330174,16.760467,17.185608,17.608812,18.036494,18.477612,18.938762,19.421605,19.924522,20.446782,20.986536,21.542009,22.113425,22.700212,23.29864,23.903831,24.512104,25.121796,25.733049,26.346251,26.962563,27.582821,28.206728,28.833629
Gibraltar,GIB,"Population, total",SP.POP.TOTL,0.023394,0.023786,0.024284,0.024848,0.025454,0.026041,0.026612,0.027174,0.027694,0.028159,0.02856,0.028869,0.029104,0.029278,0.029427,0.029578,0.029742,0.029902,0.030049,0.030177,0.030272,0.030334,0.030381,0.030383,0.030325,0.030207,0.030004,0.029744,0.029469,0.029262,0.029164,0.029212,0.029379,0.029623,0.029895,0.030147,0.030382,0.030594,0.030801,0.030991,0.03118,0.031374,0.031544,0.03172,0.031896,0.032085,0.032296,0.03251,0.032732,0.032956,0.033189,0.033405,0.033623,0.033831,0.034038,0.034228,0.034408,0.034571
Guinea,GIN,"Population, total",SP.POP.TOTL,3.577409,3.633652,3.690664,3.749505,3.811659,3.877806,3.948869,4.023486,4.097191,4.164003,4.21977,4.26384,4.298091,4.32436,4.345545,4.364514,4.381601,4.398484,4.421134,4.457078,4.511902,4.589784,4.690605,4.810496,4.943144,5.084767,5.229797,5.381483,5.554882,5.770652,6.041094,6.374329,6.758838,7.163236,7.544291,7.871173,8.132552,8.337988,8.503297,8.653769,8.808546,8.971139,9.137345,9.309848,9.490229,9.679745,9.881428,10.096727,10.323142,10.556524,10.79417,11.03517,11.281469,11.536615,11.805509,12.091533,12.395924,12.717176
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,0.367928,0.376737,0.383523,0.389072,0.394553,0.400861,0.40818,0.416339,0.42551,0.435798,0.447285,0.460194,0.474539,0.489861,0.505512,0.52107,0.536409,0.551817,0.567831,0.585157,0.604369,0.625411,0.64821,0.673238,0.701104,0.732096,0.766589,0.804125,0.84305,0.881138,0.916808,0.949493,0.979718,1.008358,1.036829,1.066223,1.096708,1.128169,1.160944,1.19542,1.231844,1.270495,1.311349,1.354194,1.398573,1.444204,1.491021,1.539116,1.588572,1.63956,1.692149,1.746363,1.802125,1.859324,1.917852,1.97759,2.038501,2.100568
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,0.616409,0.623415,0.629969,0.636586,0.643961,0.652562,0.662463,0.673462,0.685476,0.698338,0.711827,0.726256,0.74149,0.75628,0.768945,0.77847,0.784156,0.786754,0.788495,0.792462,0.800854,0.814507,0.832668,0.854113,0.876873,0.899509,0.921626,0.943617,0.965742,0.98852,1.01228,1.037155,1.0628,1.088569,1.113541,1.137122,1.15906,1.179727,1.199915,1.220794,1.243229,1.267512,1.293523,1.321202,1.350345,1.380838,1.412669,1.445958,1.480841,1.517448,1.55588,1.596154,1.638139,1.681495,1.725744,1.770526,1.815698,1.861283
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,0.255323,0.258947,0.26259,0.266598,0.271457,0.277396,0.284868,0.29344,0.301353,0.306233,0.306515,0.301666,0.292585,0.281021,0.269426,0.259747,0.252194,0.246677,0.244485,0.247078,0.255325,0.270063,0.290617,0.314475,0.338086,0.358896,0.376024,0.390173,0.402326,0.414138,0.426846,0.440624,0.455148,0.47061,0.48714,0.504871,0.523999,0.544636,0.566673,0.589938,0.614323,0.639762,0.666407,0.694611,0.724817,0.757317,0.792217,0.829327,0.868418,0.909111,0.951104,0.99429,1.038593,1.083746,1.129424,1.175389,1.22149,1.267689
Greece,GRC,"Population, total",SP.POP.TOTL,8.331725,8.39805,8.448233,8.479625,8.510429,8.550333,8.613651,8.684088,8.740765,8.772764,8.792806,8.831036,8.888628,8.929086,8.962022,9.046541,9.18815,9.308479,9.429959,9.548258,9.642505,9.72935,9.789513,9.846627,9.895801,9.9343,9.967213,10.000595,10.036983,10.089498,10.196792,10.319927,10.399061,10.460415,10.512922,10.562153,10.6088,10.661259,10.720509,10.761698,10.805808,10.862132,10.902022,10.92807,10.955141,10.987314,11.020362,11.048473,11.077841,11.107017,11.121341,11.104899,11.045011,10.965211,10.892413,10.820883,10.775971,10.760421
Grenada,GRD,"Population, total",SP.POP.TOTL,0.089869,0.09126,0.092425,0.09335,0.094066,0.094581,0.094875,0.094961,0.094868,0.094682,0.094426,0.094185,0.093934,0.09363,0.093152,0.092448,0.091437,0.090184,0.089073,0.088568,0.089005,0.090572,0.093091,0.095985,0.098439,0.099906,0.100143,0.09938,0.098062,0.096869,0.096283,0.096454,0.097198,0.098305,0.099405,0.100255,0.100796,0.101122,0.101309,0.101442,0.101619,0.101849,0.1021,0.102375,0.102656,0.102949,0.103259,0.103586,0.10393,0.104296,0.104677,0.105075,0.105481,0.105909,0.10636,0.106823,0.107317,0.107825
