"統計名：","犯罪統計"
"表番号："
"表題：","第３表　刑法犯総数　都道府県別　認知・検挙件数・検挙人員"
"実施年月：","2016年","-"
"市区町村時点（年月日）：","-"

"***","数字が得られないもの"
"-","-"

"","","","","","100","","110","","120","","130",""
"時間軸(年次) コード","時間軸(年次)","管区警察局 コード","管区警察局","/認知・検挙件数・検挙人員","認知件数【件】","注釈","検挙件数【件】","注釈","検挙率【%】","注釈","検挙人員【人】","注釈"
"2007000000","2007年","47000","沖縄県","","15717","","7208","","45.9","","3960",""
"2006000000","2006年","00000","全国","","2050850","","640657","","31.2","","384250",""
"2006000000","2006年","01000","北海道","","65417","","23036","","35.2","","13485",""
"2006000000","2006年","01010","札幌方面","","44834","","16094","","35.9","","9012",""
"2006000000","2006年","01020","函館方面","","5457","","1630","","29.9","","1075",""
"2006000000","2006年","01030","旭川方面","","6304","","2163","","34.3","","1469",""
"2006000000","2006年","01040","釧路方面","","6364","","2294","","36.0","","1357",""
"2006000000","2006年","01050","北見方面","","2458","","855","","34.8","","572",""
"2006000000","2006年","02900","東北管区","","93986","","34284","","36.5","","21499",""
"2006000000","2006年","02000","青森県","","13018","","4393","","33.7","","3242",""
"2006000000","2006年","03000","岩手県","","10090","","4195","","41.6","","2677",""
"2006000000","2006年","04000","宮城県","","31698","","9410","","29.7","","5585",""
"2006000000","2006年","05000","秋田県","","7571","","4071","","53.8","","2287",""
"2006000000","2006年","06000","山形県","","9214","","4024","","43.7","","2542",""
"2006000000","2006年","07000","福島県","","22395","","8191","","36.6","","5166",""
"2006000000","2006年","13000","東京都","","244611","","89549","","36.6","","58775",""
"2006000000","2006年","03900","関東管区","","596152","","193509","","32.5","","109554",""
"2006000000","2006年","08000","茨城県","","47183","","17031","","36.1","","6622",""
"2006000000","2006年","09000","栃木県","","33059","","9258","","28.0","","5447",""
"2006000000","2006年","10000","群馬県","","32060","","10829","","33.8","","4144",""
"2006000000","2006年","11000","埼玉県","","136651","","34060","","24.9","","20255",""
"2006000000","2006年","12000","千葉県","","115700","","38122","","32.9","","19895",""
"2006000000","2006年","14000","神奈川県","","122703","","47342","","38.6","","31447",""
"2006000000","2006年","15000","新潟県","","26126","","8183","","31.3","","5712",""
"2006000000","2006年","19000","山梨県","","9547","","3931","","41.2","","2047",""
"2006000000","2006年","20000","長野県","","22902","","9669","","42.2","","4947",""
"2006000000","2006年","22000","静岡県","","50221","","15084","","30.0","","9038",""
"2006000000","2006年","04900","中部管区","","249659","","64962","","26.0","","35945",""
"2006000000","2006年","16000","富山県","","11364","","3573","","31.4","","2432",""
"2006000000","2006年","17000","石川県","","12524","","5208","","41.6","","2957",""
"2006000000","2006年","18000","福井県","","7422","","3546","","47.8","","1670",""
"2006000000","2006年","21000","岐阜県","","32864","","9236","","28.1","","4751",""
"2006000000","2006年","23000","愛知県","","157382","","32166","","20.4","","19946",""
"2006000000","2006年","24000","三重県","","28103","","11233","","40.0","","4189",""
"2006000000","2006年","05900","近畿管区","","453593","","102594","","22.6","","68971",""
"2006000000","2006年","25000","滋賀県","","17969","","6484","","36.1","","2639",""
"2006000000","2006年","26000","京都府","","54932","","14978","","27.3","","9941",""
"2006000000","2006年","27000","大阪府","","232451","","39192","","16.9","","30531",""
"2006000000","2006年","28000","兵庫県","","113320","","29238","","25.8","","19037",""
"2006000000","2006年","29000","奈良県","","18895","","8805","","46.6","","3793",""
"2006000000","2006年","30000","和歌山県","","16026","","3897","","24.3","","3030",""
"2006000000","2006年","06900","中国管区","","96602","","35360","","36.6","","21641",""
"2006000000","2006年","31000","鳥取県","","6838","","3862","","56.5","","1734",""
"2006000000","2006年","32000","島根県","","6782","","3305","","48.7","","1610",""
"2006000000","2006年","33000","岡山県","","31632","","9525","","30.1","","6123",""
"2006000000","2006年","34000","広島県","","35022","","11350","","32.4","","7856",""
"2006000000","2006年","35000","山口県","","16328","","7318","","44.8","","4318",""
"2006000000","2006年","07900","四国管区","","53704","","20918","","39.0","","11125",""
"2006000000","2006年","36000","徳島県","","9111","","3843","","42.2","","2036",""
"2006000000","2006年","37000","香川県","","14640","","5193","","35.5","","3171",""
"2006000000","2006年","38000","愛媛県","","19001","","7977","","42.0","","3732",""
"2006000000","2006年","39000","高知県","","10952","","3905","","35.7","","2186",""
"2006000000","2006年","08900","九州管区","","197126","","76445","","38.8","","43255",""
"2006000000","2006年","40000","福岡県","","102101","","35372","","34.6","","19712",""
"2006000000","2006年","41000","佐賀県","","9660","","4636","","48.0","","1762",""
"2006000000","2006年","42000","長崎県","","11148","","6125","","54.9","","3676",""
"2006000000","2006年","43000","熊本県","","20054","","7641","","38.1","","4711",""
"2006000000","2006年","44000","大分県","","11823","","5114","","43.3","","2730",""
"2006000000","2006年","45000","宮崎県","","11352","","5359","","47.2","","3142",""
"2006000000","2006年","46000","鹿児島県","","13565","","5400","","39.8","","3334",""
"2006000000","2006年","47000","沖縄県","","17423","","6798","","39.0","","4188",""
